cmp;date;party_id
43711;199910;1318
43711;200310;1318
43711;200710;1318
43810;198310;750
43810;198710;750
43810;199110;750
43810;199510;750
43810;199910;750
43810;200310;750
43810;200710;750
43810;201110;750
43810;201510;750
43811;201110;1213
43811;201510;1213
43901;200710;1500
43901;201110;1500
43902;201110;2599
43902;201510;2599
43951;198710;1602
43951;199110;1602
43951;199510;1602
51110;201505;467
51110;201706;467
51210;199705;689
51210;200106;689
51210;201505;689
51210;201706;689
51320;198306;1556
51320;198706;1556
51320;199204;1556
51320;199705;1556
51320;200106;1556
51320;200505;1556
51320;201005;1556
51320;201505;1556
51320;201706;1556
51330;198306;1547
51330;198706;1547
51340;201505;1023
51420;198306;659
51420;198706;659
51421;199204;659
51421;199705;659
51421;200106;659
51421;200505;659
51421;201005;659
51421;201505;659
51421;201706;659
51620;198306;1496
51620;198706;1496
51620;199204;1496
51620;199705;1496
51620;200106;1496
51620;200505;1496
51620;201005;1496
51620;201505;1496
51620;201706;1496
51621;199204;1210
51621;199705;1210
51621;200106;1210
51621;201505;1210
51901;201505;311
51901;201706;311
51902;199204;1284
51902;199705;1284
51902;200106;1284
51902;201505;1284
51902;201706;1284
51903;199204;319
51903;199705;319
51903;200106;319
51903;201505;319
51903;201706;319
51951;200106;1272
51951;201505;1272
51951;201706;1272
53110;198906;1573
53110;199211;1573
53110;199706;1573
53110;200205;1573
53110;200705;1573
53110;201102;1573
53110;201602;1573
53220;198106;433
53220;198202;433
53220;198211;433
53220;198702;433
53220;198906;433
53221;199211;1580
53221;199706;1580
53230;201102;1014
53231;201602;1804
53320;198106;318
53320;198202;318
53320;198211;318
53320;198702;318
53320;198906;318
53320;199211;318
53320;199706;318
53320;200205;318
53320;200705;318
53320;201102;318
53320;201602;318
53321;201602;2619
53420;198702;651
53420;198906;651
53420;199211;651
53420;199706;651
53420;200205;651
53420;200705;651
53520;198106;1393
53520;198202;1393
53520;198211;1393
53520;198702;1393
53520;198906;1393
53520;199211;1393
53520;199706;1393
53520;200205;1393
53520;200705;1393
53520;201102;1393
53520;201602;1393
53620;198106;280
53620;198202;280
53620;198211;280
53620;198702;280
53620;198906;280
53620;199211;280
53620;199706;280
53620;200205;280
53620;200705;280
53620;201102;280
53620;201602;280
53951;199706;2217
53951;200205;2217
53951;200705;2217
53951;201102;2217
53951;201602;2217
53981;201602;2622
54320;199610;1003
54320;199809;1003
54620;199610;984
54620;199809;984
55110;200605;1621
55110;201105;1621
55110;201605;1621
55321;199605;572
55321;200105;572
55321;200605;572
55321;201105;572
55321;201605;572
55322;199605;945
55322;200105;945
55322;200605;945
55322;201105;945
55322;201605;945
55340;201605;2341
55422;199605;851
55422;200105;851
55422;200605;851
55422;201105;851
55422;201605;851
55423;199605;1523
55430;200605;491
55430;201105;491
55610;201605;2626
55711;199605;1575
55711;200105;1575
55711;200605;1575
55711;201105;1575
55711;201605;1575
55720;201605;1768
62110;200810;1259
62110;201105;1259
62110;201510;1259
62320;198002;296
62320;198409;296
62320;198811;296
62320;199310;296
62320;199706;296
62320;200011;296
62320;200406;296
62320;200601;296
62320;200810;296
62320;201105;296
62320;201510;296
62420;198002;368
62420;198409;368
62420;198811;368
62420;199310;368
62420;199706;368
62420;200011;368
62420;200406;368
62420;200601;368
62420;200810;368
62420;201105;368
62420;201510;368
62620;198002;794
62620;198409;794
62620;198811;794
62620;199310;794
62620;199706;794
62620;200011;794
62621;199310;897
62621;199706;897
62622;200011;897
62623;200406;1255
62623;200601;1255
62623;200810;1255
62623;201105;1255
62623;201510;1255
62901;199310;448
62901;199706;448
62901;200011;448
62901;200406;448
62901;200601;448
62901;200810;448
62901;201105;448
62901;201510;448
63110;200410;751
63110;200711;751
63110;201008;751
63110;201309;751
63110;201607;751
63320;198010;1253
63320;198303;1253
63320;198412;1253
63320;198707;1253
63320;199003;1253
63320;199303;1253
63320;199603;1253
63320;199810;1253
63320;200111;1253
63320;200410;1253
63320;200711;1253
63320;201008;1253
63320;201309;1253
63320;201607;1253
63321;199003;120
63321;199603;120
63321;199810;120
63321;200111;120
63410;201309;2259
63620;198010;1411
63620;198303;1411
63620;198412;1411
63620;198707;1411
63620;199003;1411
63620;199303;1411
63620;199603;1411
63620;199810;1411
63620;200111;1411
63620;200410;1411
63620;200711;1411
63620;201008;1411
63620;201309;1411
63620;201607;1411
63621;201008;154
63621;201309;154
63621;201607;154
63622;201309;215
63710;201309;2258
63710;201607;2258
63810;198010;184
63810;198303;184
63810;198412;184
63810;198707;184
63810;199003;184
63810;199303;184
63810;199603;184
63810;199810;184
63810;200111;184
63810;200410;184
63810;200711;184
63810;201008;184
63810;201309;184
63810;201607;184
63901;201607;2630
64110;199911;1171
64110;200207;1171
64110;200509;1171
64110;200811;1171
64110;201111;1171
64110;201409;1171
64110;201709;1171
64320;198111;878
64320;198407;878
64320;198708;878
64320;199010;878
64320;199311;878
64320;199610;878
64320;199911;878
64320;200207;878
64320;200509;878
64320;200811;878
64320;201111;878
64320;201409;878
64320;201709;878
64321;199311;1444
64321;199610;1444
64321;199911;1444
64420;199610;617
64420;199911;617
64420;200207;617
64420;200509;617
64420;200811;617
64420;201111;617
64420;201409;617
64420;201709;617
64421;200207;1313
64421;200811;1313
64421;201111;1313
64421;201409;1313
64422;200207;354
64422;200509;354
64422;200811;354
64620;198111;997
64620;198407;997
64620;198708;997
64620;199010;997
64620;199311;997
64620;199610;997
64620;199911;997
64620;200207;997
64620;200509;997
64620;200811;997
64620;201111;997
64620;201409;997
64620;201709;997
64621;199311;891
64621;199610;891
64621;199911;891
64621;200207;891
64621;201111;891
64621;201409;891
64621;201709;891
64901;200509;114
64901;200811;114
64901;201111;114
64901;201409;114
64901;201709;114
64902;201111;1972
64951;198111;1636
64951;198407;1636
64951;198708;1636
64951;199010;1636
71110;201212;2785
71111;201412;2069
71220;198006;1540
71220;198312;1540
71220;198607;1540
71220;199002;1540
71220;199307;1540
71220;199610;1540
71220;200006;1540
71220;200311;1540
71220;200509;1540
71220;200908;1540
71220;201212;1540
71220;201412;1540
71320;198006;940
71320;198312;940
71320;198607;940
71320;199002;940
71320;199307;940
71320;199610;940
71320;200006;940
71320;200311;940
71320;200509;940
71320;200908;940
71320;201212;940
71320;201412;940
71321;198006;1053
71321;198312;1053
71321;198607;1053
71321;199002;1053
71321;199307;1053
